,rank,Video,Video views,Likes,Dislikes,Category,published,Category_Autos & Vehicles,Category_Comedy,Category_Education,Category_Entertainment,Category_Film & Animation,Category_Gaming,Category_Howto & Style,Category_Music,Category_News & Politics,Category_Nonprofits & Activism,Category_People & Blogs,Category_Pets & Animals,Category_Science & Technology,Category_Sports,Category_Travel & Events
443,444,Rainbow 책갈피,"653,111","99,003",174,Music,2021,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
444,445,2024年5月18日,"40,866,372","663,059",,People & Blogs,2024,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
445,446,Out of Context Joffrey Baratheon,"950,307","24,429",358,Gaming,2015,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
446,447,I can feel it down in my plums....,"1,576,942","4,498",153,Comedy,2009,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
447,448,Big Fish - trailer,"2,126,010","3,046",119,Entertainment,2006,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
448,449,метеорит Хакасия 06 12 2016,"1,344,770","8,338",351,Autos & Vehicles,2016,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
449,450,Goat baby died.. 🐐 #wildlife #halloween #funny #comedy #cutebaby #birds #baby,"44,519,481","917,226",,Autos & Vehicles,2023,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
450,451,"Flau'jae, Lil Wayne - Came Out A Beast (Official Music Video)","1,677,409","48,173",,Music,2024,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
451,452,Music Marketing & Promotion. Dominate Digital Mediums  [LaxPromotion.com],"139,374","8,370",16,Film & Animation,2016,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
452,453,Hard For Me,"409,483","10,531",82,Music,2020,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
453,454,Raisa - Nyaman Tak Cukup (Official Music Video),"776,133","24,819",,Music,2023,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
454,455,Гимн Украины Крым Ялта 2K17,"168,698","1,963",240,Nonprofits & Activism,2017,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
455,456,Best pirate I've ever seen,"3,531,465","52,196",407,Gaming,2018,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
456,457,Dog loves ticklish fringe,"943,385","8,064",248,People & Blogs,2016,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
457,458,"Tommy Wiseau in The Room vs. James Franco in The Disaster Artist (""I did not hit her "" scene)","835,947","7,495",232,Film & Animation,2017,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
458,459,Oğuzhan Uğur Sunucunun Tezini Çürütüyor,"1,176,753","16,561",608,People & Blogs,2018,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
459,460,CNN (CLINTON NEWS NETWORK) TELLS VOTERS WHAT TO SAY,"1,179,095","10,499",575,People & Blogs,2016,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
460,461,buziak od pierwszego zatrzymania ;),"1,206,080","11,844",373,Sports,2018,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
461,462,Squid Game Challenge: Lee Jung-jae Edition! #squidgame #netflix #squidgame2 #leejungjae #shorts,"25,932,476","952,835",,Entertainment,2025,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
462,463,Älg i vak,"2,104,408","8,941",147,Pets & Animals,2017,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
463,464,Kingdom Hearts: Birth By Sleep (PSP) trailer [High Quality],"4,245,757","14,725",346,Entertainment,2007,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
464,465,"Alphabet lore,Colors #mixingcolors #alphabet #alphabetlore #24magicalcolors","76,116,304","915,850",,People & Blogs,2024,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
465,466,Blind Guardian - The Bard's Song,"4,160,648","28,826",257,Music,2006,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
466,467,Охотничий кот,"670,799","5,378","3,901",People & Blogs,2016,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
467,468,romeo n juliet (feat. youra),"994,313","15,294",,Music,2024,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
468,469,FINNEAS - Love is Pain (Official Music Video),"291,407","30,204",106,Music,2021,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
469,470,Мы едем в аду,"942,738","14,706","1,799",People & Blogs,2017,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
470,471,EPIC Drum Solo FAIL!,"3,865,978","22,231",900,Comedy,2011,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
471,472,42 Dugg - Maybach feat. Future (Official Music Video),"1,471,860","64,274","1,040",Music,2021,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
472,473,3 steps to make a sandwich cookie #squishy #diycrafts #handmade #statisfying #cookies #fyp #foodie,"66,159,027","911,352",,People & Blogs,2024,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
473,474,Dad faces some demons,"1,392,971","12,985",523,People & Blogs,2017,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
474,475,Kid singing Britney Spears scared to death by his mom,"11,940,134","39,480","2,324",Comedy,2007,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
475,476,Брянск ГИБДД VS Администрация,"1,098,298","15,008",251,Nonprofits & Activism,2012,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
476,477,These cars did NOT want to stop 😂 #funny #shorts #shortsfeed #protest #funnyshorts #fails #cars,"45,224,482","1,740,579",,Autos & Vehicles,2024,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
477,478,Why’d you join the military,"19,687,834","1,192,318",,People & Blogs,2024,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
478,479,VISTA AL MAR,"1,345,609","13,378",,Music,2023,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
479,480,BBC Weatherman Caught Giving Middle Finger on Stage,"510,985","3,000",156,News & Politics,2010,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
480,481,Tiakola - 200K (Visualizer),"401,231","12,736",,Music,2023,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
481,482,a shop for killers #kdrama #leedongwook #fypシ #shorts,"36,495,668","2,332,258",,Entertainment,2024,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
482,483,What happened with petrol ⛽️ theif?,"80,215,970","699,249",,People & Blogs,2025,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
483,484,Tutorial For Wacky The Magic Worm #shorts,"31,500,538","1,211,363",,Entertainment,2023,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
484,485,Tutorial on how to float (new edit) #slickback #airwalk #viral #dance,"23,773,994","1,033,660",,People & Blogs,2023,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
485,486,Фокусы в армии (с пюрешкой) / Magic in Russian Army,"1,153,666","22,703",864,People & Blogs,2016,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
486,487,"☃ Kid get's smacked by city plow driver ❄️ Belleville, Ontario","1,257,621","6,113","2,075",Nonprofits & Activism,2016,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
487,488,Cian Ducrot - I'll Be Waiting (Official Video),"652,326","17,389",,Music,2023,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
488,489,Even Sam Sulek struggled on this machine #arsenalstrength #samsulek #workoutmotivation #squat,"21,366,880","1,232,670",,Sports,2024,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
489,490,"Original Elias, Los Yakis, Big Lois - COCO","545,770","6,245",,Music,2024,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
490,491,Today's child 💀 #trollface #shorts,"33,321,451","1,976,502",,Entertainment,2025,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
491,492,[HQ AUDIO]Foo Fighters & Rick Astley - Never gonna give you up - Summer Sonic Tokyo 20th August 2017,"1,031,393","12,930",294,Music,2017,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
492,493,Don't bring a snowball to a water fight - Original Audio,"2,710,968","25,296",736,Comedy,2013,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
493,494,He's trying to take care of the baby like a new mom.#movie #shorts,"15,528,635","1,864,520",,People & Blogs,2024,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
494,495,"Pop Smoke - The Woo ft. 50 Cent, Roddy Ricch","2,498,904","210,392","2,664",Music,2020,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
495,496,Camera 🙃🤭 | #shortsfeed #short #shorts #youtubeshorts #memes #memesvideo #memesdaily #meme,"27,417,456","1,636,699",,Science & Technology,2024,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
496,497,Rocky Balmoto,"2,218,572","10,869","1,626",People & Blogs,2016,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
497,498,Girl stuck in the freezer,"1,313,291","8,876",916,People & Blogs,2016,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
498,499,Cıstak x Ne,"903,229","5,919",,Music,2024,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
499,500,Краснодарские пробки: акция по борьбе с дебильными наклейками. Inst nedobor,"31,346,139","1,114,673",,People & Blogs,2024,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
500,501,MILLION DOLLAR BABY,"483,750","30,078",,Music,2024,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
501,502,Lil Tjay - Hold On (Official Video),"511,397","51,354",306,Music,2019,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
502,503,"Ráfaga, Maria Becerra - Mentirosa Remix (Official Video)","4,234,200","95,160",,Music,2023,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
503,504,Checking reflexes in children😮,"16,918,143","1,385,894",,People & Blogs,2024,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
504,505,"Raisa, Ahmad Dhani - Biar Menjadi Kenangan (Official Music Video)","879,312","24,831",,Music,2023,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
505,506,Богатеи на Порше на митинге вкладчиков ТФБ,"319,543","5,553","4,557",News & Politics,2017,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
506,507,Vor dem Spiel Arminia vs Eintracht,"604,182","14,665","1,270",Sports,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
507,508,Horse attacks alligator! Payne's prairie 4/12/17,"2,173,396","2,235",200,People & Blogs,2017,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
